id,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,created_at,difficulty
8927a74b-e20f-49b6-b5da-892c7f192af7,"The doctor’s attitude towards the new interns was __________, as he neither praised them nor criticized them outright.\nWhich choice fits the context best?",placid,ambivalent,vociferous,malcontent,B,"The correct answer is ambivalent, which means having mixed feelings or contradictory attitudes toward something or someone. The doctor is neither supportive nor critical, which shows an ambivalent attitude. Placid means calm, vociferous means loud and forceful, and malcontent means dissatisfied, none of which fit the context.",2025-06-24 04:31:46.141081+00,
8953543f-eca0-4f21-8e5d-2c0d4f1b5256,"Whatever the general attitude toward Madeline Anderson's 1970 film I Am Somebody and Reginald Hudlin's 1990 film House Party when they were initially released, both films now tend to be regarded quite ______. In 2018, for example, critics for the New York Times praised the former as 'galvanizing' and the latter as 'exuberant.'",favorably,skeptically,neutrally,strangely,A,"The sentence mentions that the films are now regarded in a certain way, and gives examples of positive descriptions (galvanizing and exuberant) given by critics. The word favorably aligns with the positive tone suggested by the descriptions. Therefore, favorably is the most logical and precise choice to complete the text.

1. Galvanizing: This word means inspiring or stimulating someone to take action or feel excitement.
2. Exuberant: This word means full of energy, excitement, and cheerfulness.",2025-06-24 03:58:33.203488+00,
89a7e93d-4c42-4bb8-a978-1d1325ddd652,"During the investigation, the detective gathered multiple witness statements and reviewed hours of surveillance footage. She was searching for solid evidence to ___ the suspect’s alibi and determine whether it could be trusted.",disregard,predict,corroborate,contradict,C,"“Corroborate” means to support with evidence. The detective is trying to verify the alibi using other sources, making this the best fit.",2025-06-24 03:56:13.633722+00,
89e2b959-ee4d-4f71-a232-b82e180f14c5,"The Last Report on the Miracles at Little No Horse is a 2001 novel by Ojibwe writer Louise Erdrich. It explores how historical events affect families on a reservation in rural North Dakota. The Last Report on the Miracles at Little No Horse is typical of Erdrich’s work. Her writing usually focuses on portrayals of everyday life in Ojibwe communities. Yet some of her novels have fantastical plots and take place outside Ojibwe communities. For example, her 1991 novel The Crown of Columbus is essentially adventure fiction, and the thrilling events in its plot are set largely on a Caribbean island.\n\nWhich choice best describes the function of the underlined portion in relation to the passage as a whole?",It recommends that readers avoid a particular novel.,It offers a counterpoint to the passage's characterization of Erdrich's work.,It demonstrates that Erdrich’s writing is primarily factual rather than imaginative.,It provides an example of the influence of Ojibwe traditions on Erdrich's work.,B,"The underlined portion serves to show that Erdrich's body of work includes not only realistic portrayals of Ojibwe life but also novels with more fantastical elements and different settings, thus offering a counterpoint to the earlier characterization.",2025-06-24 04:06:55.502524+00,
89f0af23-642d-4e28-8f21-5839d9d6108c,"While most mammals are terrestrial, adapted to living on land, some have evolved unique adaptations that allow them to thrive in aquatic environments. ______, whales and dolphins have developed streamlined bodies and specialized respiratory systems for underwater living.","However,","For instance,","Consequently,","Similarly,",B,Correct Answer:\nB) For instance  \nThis is the correct answer because it provides a specific example (whales and dolphins) that illustrates the general statement about mammals adapting to aquatic environments.,2025-06-24 04:08:28.170764+00,
8b863ccb-5725-4885-9f99-f833b910a60a,"In 2023, Nobel Prize-winning Turkish physicist Dr. Mete Ural published “Gökyüzünde Bir Yolculuk”, a collection of essays on scientific topics. Acclaimed writer Emre Aksoy, who uses nonfiction narrative to explore scientific discovery, expressed interest in the book not for its literary style, but for its focus on “the detours... and mistakes that plague real scientific research every day.” Aksoy argues that scientists often omit this “human side” from their accounts, which leads them to “fail to explain how science really gets done.” Which choice best states the main purpose of the text?",It explores a subtle difference between Aksoy's and Ural’s respective objections to scientific research methods.,It describes Aksoy’s view that nonfiction narrative is an effective way for Ural to share his accomplishments.,It presents Aksoy’s claim that Ural is too modest about his own achievements as a scientist.,It outlines an area of agreement between Ural and Aksoy in how they think about the work of science.,D,"The correct answer is D because it accurately reflects the main focus of the text, which is the agreement between Ural and Aksoy on the importance of acknowledging the detours and mistakes in scientific research.",2025-06-24 04:46:51.280137+00,
8c07e131-a3f5-4962-a4c2-87f7951d15c9,"Food scientists have studied the impact of air frying on the texture and nutritional profile of various snacks. Unlike deep frying, air frying uses rapid air circulation to cook food with minimal oil. Because less oil is absorbed into the crust, air-fried foods typically retain less fat overall. This process means that the more efficiently air flows around the food, ______. Which choice most logically completes the text?",the less the fat content is increased through frying.,the hotter the air fryer must be to crisp the food.,the crispier the crust becomes after multiple batches.,the slower the outer surface cooks.,A,"Correct Answer: A) the less the fat content is increased through frying.
The passage describes how efficient airflow reduces oil absorption, which leads to lower fat content—this makes A the only logical conclusion.
B introduces unrelated temperature logic.
C and D introduce new ideas not directly supported by the passage.",2025-06-24 04:46:51.280137+00,
8e922dd4-e083-49a6-88e8-4947972a5e54,"In 2000, Nora de Hoyos Comstock, herself an owner of a successful consulting firm, sought to increase Latina representation in corporate ______ founded Las Comadres para las Americas, an international community that for over two decades has served as a resource and information network for Latina business professionals.
Which punctuation is correctly used?",settings she,settings. She,"settings, she",settings and she,B,"The correct answer is B because a period should be used to separate two independent clauses in a compound sentence. In this case, ""founded Las Comadres para las Americas"" is an independent clause followed by ""she"", which is another independent clause.",2025-06-24 03:31:55.040467+00,
8ef9f974-8fb5-48e5-8578-c6b0c9a88f75,"The Austronesian language family comprises some 1,200 ______ including Tetum and Fijian, which are spoken by 800,000 and 640,000 speakers, respectively, and is one of the largest language families in the world. Which choice completes the text so that it conforms to the conventions of standard English?",languages;,"languages,",languages,languages—,C,"The semicolon before the word ""including"" indicates that the list of languages that follows is a continuation of the sentence, making the correct punctuation choice a simple comma.",2025-06-24 04:46:51.280137+00,
8f7d710c-8aa1-4abd-be0f-cc5f797bc344,"While researching a topic, a student has taken the following notes:
- The word 'pound' as a currency name originates from the Latin word pondo, meaning weight.
- Several countries, including Egypt, Lebanon, and the United Kingdom, use the word 'pound' in the names of their national currencies.
- The British pound is one of the oldest continuously used currencies in the world.
The student wants to provide an example of a country that uses the word 'pound' in the name of its currency. Which choice most effectively uses relevant information from the notes to accomplish this goal?",The British pound is one of the oldest continuously used currencies in the world.,"The word 'pound' comes from the Latin word pondo, meaning weight.","Several countries, including Egypt, Lebanon, and the United Kingdom, use the word 'pound' in the names of their national currencies.",The United Kingdom does not use the word 'pondo' in reference to its currency.,C,"Option C explicitly lists Egypt, Lebanon, and the United Kingdom, fulfilling the requirement of the question.",2025-06-24 03:34:03.016411+00,
9071c0fa-c181-4532-b6b9-e9f2729adbb8,"The small celestial body known as A-401 Göktürk, discovered by Turkish astronomers using the TÜBİTAK National Observatory, is expected to have a relatively short lifetime in the outer solar system. Within just a few million years, A-401 Göktürk is likely to migrate into the inner solar system or be destroyed, according to ___ trajectory. Which choice completes the text so that it conforms to the conventions of Standard English?",astronomer's modeling of the object's,astronomers' modeling of the object's,astronomers modeling of the objects,astronomers modeling of the object’s,B,"The correct answer is B because it correctly pluralizes ""astronomers"" to indicate that more than one astronomer was involved in modeling the object's trajectory.",2025-06-24 04:46:51.280137+00,
91a5c79c-9e06-40d7-8838-66c8fa4e1cc9,"During the heated debate, the politician __________ his opponent’s policies, claiming they were detrimental to the nation’s economy.",vindicated,repudiated,commemorated,alluded,B,"The correct answer is repudiated, which means to reject or disapprove of something strongly. The politician is rejecting or disapproving of his opponent’s policies, arguing they are harmful. Vindicated means to clear of blame, commemorated means to honor the memory of, and alluded means to refer to something indirectly, none of which fit the context.",2025-06-24 04:26:52.841346+00,
930ec9e1-6df4-451e-8fe8-778e37cbceb6,"Text 1 Ahmet Hamdi Tanpınar’s The Time Regulation Institute, a novel set during Turkey’s early republican era, has often been categorized as historical fiction. While the events and setting are rooted in the 1930s, the book is far more intricate than the genre label suggests. With its fragmented structure, philosophical digressions, and surreal humor, the novel resists simple classification and instead critiques modernization and bureaucracy through a uniquely introspective lens. Text 2 Some critics view historical fiction as a genre where authors focus excessively on showing off their elaborate knowledge of period details rather than conveying emotionally resonant or thematically rich narratives. While there are exceptions, these critics argue that many historical novels become overwhelmed by factual accuracy at the expense of character depth or meaningful insight. Still, historical fiction, when executed with balance, can offer powerful reflections on cultural memory and national identity. Based on the texts, how would the author of Text 2 most likely respond to the view of The Time Regulation Institute expressed in Text 1?",By substantiating the idea that Tanpınar’s work stands apart from most historical fiction due to its philosophical complexity.,By conceding that even intricate novels like Tanpınar’s can suffer from excessive historical detail.,By arguing that labeling The Time Regulation Institute as historical fiction fails to recognize the novel’s stylistic limitations.,By suggesting that Tanpınar’s rejection of traditional storytelling proves that historical fiction cannot include experimental structure.,A,"Correct Answer: A) By substantiating the idea that Tanpınar’s work stands apart from most historical fiction due to its philosophical complexity.
Text 1 praises the novel’s intricacy, saying it exceeds the expectations of historical fiction. Text 2 acknowledges that many historical novels are shallow, but leaves room for exceptions that offer depth. The author of Text 2 would most likely agree with Text 1 that Tanpınar’s novel breaks the mold — thus substantiating its unique value.
 B is incorrect — Text 2 would not concede that Tanpınar’s book suffers from the problem.
 C misrepresents Text 1 — it praises, not criticizes, the book.
 D incorrectly generalizes about the genre — Text 2 is nuanced, not dismissive.",2025-06-24 04:46:51.280137+00,
955b1270-274d-46a6-9be2-e9a2963ee305,"Despite widespread skepticism at the time, the artist’s vision ultimately gave rise to a cultural movement whose influence proved remarkably ___. Decades after his death, his work continues to shape the style and message of contemporary art.",accidental,fragile,enduring,unfamiliar,C,"The phrase “continues to shape” signals that the influence has lasted a long time. “Enduring” means long-lasting, which fits perfectly.
• A) Accidental = by chance
• B) Fragile = easily broken
• D) Unfamiliar = not well known",2025-06-24 03:56:13.633722+00,
957b9010-3c93-45e1-8fbe-4fbe58bf440d,"Economists have long observed that technology firms often ______ specific urban centers, such as Silicon Valley in California or Bangalore in India. This trend has led some to believe that all companies cluster for the same reasons, though later research suggests that different industries may be influenced by varying factors.",intercede in,appeal to,amass in,concur with,C,"The word ""amass"" means to gather or accumulate in large quantities, which accurately describes the tendency of technology firms to concentrate in specific urban centers. This choice best reflects the idea of companies clustering together in certain locations.",2025-06-24 04:46:51.280137+00,
96f278c6-9b25-4f87-b703-b6e443b16128,"The Last Report on the Miracles at Little No Horse is a 2001 novel by Ojibwe writer Louise Erdrich. It explores how historical events affect families on a reservation in rural North Dakota. The Last Report on the Miracles at Little No Horse is typical of Erdrich’s work. Her writing usually focuses on portrayals of everyday life in Ojibwe communities. Yet some of her novels have fantastical plots and take place outside Ojibwe communities. For example, her 1991 novel The Crown of Columbus is essentially adventure fiction, and the thrilling events in its plot are set largely on a Caribbean island.\n\nWhich choice best describes the function of the underlined portion in relation to the passage as a whole?",It recommends that readers avoid a particular novel.,It offers a counterpoint to the passage's characterization of Erdrich's work.,It demonstrates that Erdrich’s writing is primarily factual rather than imaginative.,It provides an example of the influence of Ojibwe traditions on Erdrich's work.,B,"Correct Answer: B) It offers a counterpoint to the passage's characterization of Erdrich's work.  \nThe underlined portion serves to show that Erdrich's body of work includes not only realistic portrayals of Ojibwe life but also novels with more fantastical elements and different settings.\n\n- The underlined portion (Yet some of her novels have fantastical plots... For example, her 1991 novel The Crown of Columbus...) contrasts with the earlier description of Erdrich's typical focus on everyday life in Ojibwe communities. It serves to provide a counterpoint by showing that not all her novels fit this characterization.\n\n- A) It recommends that readers avoid a particular novel is incorrect because the passage does not discourage reading the novel.\n- B) It offers a counterpoint to the passage's characterization of Erdrich's work is correct because it provides an example of a work that is different from her usual style.\n- C) It demonstrates that Erdrich’s writing is primarily factual rather than imaginative is incorrect because the underlined portion actually shows her use of imagination in a different genre.\n- D) It provides an example of the influence of Ojibwe traditions on Erdrich's work is incorrect because the example given is of a novel set outside the Ojibwe context.",2025-06-24 04:08:28.170764+00,
9782bf13-1097-4d63-a5a7-11a71229b517,"According to the original text of the Turkish Constitution of 1921, government authority was centered in the Grand National Assembly. The Constitution of 1982, adopted following the 1980 military coup and ratified in __, significantly expanded executive powers. Which choice completes the text so that it conforms to the conventions of Standard English?",1982–,1982,"1982,",1982:,C,"The comma in choice C correctly separates the date from the following information, making the sentence grammatically correct.",2025-06-24 04:46:51.280137+00,
982c5d32-309c-46fe-98b9-30b1560abe3d,"The convicted criminal addressed the court with surprising __________, showing no remorse for his actions.\nWhich word fits the context best?",invocation,malfeasance,equidistance,complacence,D,"The correct answer is complacence, which means self-satisfaction or lack of concern. The criminal shows no remorse, indicating a complacent attitude. Invocation is a call for help or authority, malfeasance means wrongdoing, and equidistance refers to being equally distant, none of which fit the context.",2025-06-24 04:31:46.141081+00,
98ce0bb4-39f9-4f31-a983-c945b0cd7b33,"River otters are known for their playful behavior, but they are also surprisingly adept at using tools to aid in their daily activities. Unlike sea otters, which are often seen using stones to crack open shellfish, river otters use their paws to manipulate small rocks and twigs to help them extract food from tight spaces or dig into riverbeds for hidden prey. Researchers have observed river otters using sticks to probe under rocks for fish and even employing clamshells to scoop up and carry small prey items. These behaviors suggest that the ability to use tools is not restricted to marine environments and may be more widespread among different otter species than previously thought.

Which choice best states the main idea of the text?",River otters are more skillful but not playful than sea otters.,River otters have developed unique and well-rounded tool-using skills that are different from those of sea otters.,Sea otters and river otters use similar tools for the same purposes.,The use of tools among otter species is only observed in marine environments.,B,"The text highlights that river otters, like sea otters, use tools, but in different ways and for different purposes. This makes option B the best summary of the main idea, as it captures the unique tool-using behaviors of river otters compared to their sea-dwelling counterparts.

Explanation of Uncommon Words:

- Manipulate: To handle or control something skillfully.
- Prey: Animals that are hunted and eaten by other animals.",2025-06-24 04:00:56.957957+00,
999ea580-64e7-43e2-93a7-05bfa35f7ae2,"In this rare species, the mating season is almost entirely ______ the lunar cycle, unlike other amphibians.",predicted by,decoupled from,linked to,intensified with,B,Shows that mating timing is not connected to the moon — correct use of “decoupled.”,2025-06-24 03:35:50.095009+00,
9aa34229-d963-4e20-96df-10d13397dce0,"Generative design is an approach used by engineers to create optimized structural models based on constraints like weight, material use, and strength requirements. __________, designers use artificial intelligence to automatically produce hundreds of variations based on those parameters. Which choice completes the text with the most logical transition?","In addition,","Specifically,","Thus,","By comparison,",B,The second sentence gives a specific example of how generative design works—AI generating many variations—so “Specifically” is the best fit.,2025-06-24 04:46:51.280137+00,
9c7de28a-004a-4868-96f0-5332a9190776,The following text is from William Blake’s 1794 poem The Tyger. Tyger Tyger burning bright In the forests of the night What immortal hand or eye Could frame thy fearful symmetry When the stars threw down their spears And watered heaven with their tears Did he smile his work to see Did he who made the Lamb make thee Which choice best states the main purpose of the text?,To question the existence of evil in a world created by a benevolent being,To express awe and woefulness at the complexity and beauty of nature’s creatures,To emphasize the contrast between innocent and vicious creatures by surrendering to God.,To refute the notion of ambivalence in nature for discrepancy,C,"The poem wonders how a powerful, dangerous creature like the tiger could be made by the same creator who made gentle creatures like the lamb. In simpler words, How could the same maker create something so dangerous and something so innocent? The correct answer is D because the poem explores the idea of a creator making both good and dangerous things, like the tiger and the lamb.",2025-06-24 04:46:51.280137+00,
9d39b67d-4f03-41f8-85e3-8fc1e9c2ae18,"Dr. Amanda Barnes conducted a study on the hunting behaviors of the nocturnal barn owl (Tyto alba) under varying light conditions. Her research revealed that barn owls exhibit increased hunting activity during nights with lower moonlight intensity. This behavior is likely because lower moonlight reduces the visibility for their prey, making it easier for owls to catch them without being detected. In contrast, the tawny owl (Strix aluco) does not show a significant change in hunting activity regardless of moonlight intensity. Tawny owls rely heavily on their acute hearing rather than vision to locate prey, enabling them to hunt effectively in both bright and dark conditions.

Which choice best describes the function of the reference to acute hearing in the text as a whole?",It highlights an advantage that tawny owls have over barn owls in low-light conditions.,It identifies a characteristic of tawny owls that explains their consistent hunting activity under different light conditions.,It describes a feature of tawny owls that is less beneficial than the visual capabilities of barn owls in dark conditions.,It presents evidence that supports the claim that tawny owls are better hunters than barn owls.,B,"The reference to acute hearing explains why tawny owls do not change their hunting behavior with varying light conditions. Since they rely on their hearing rather than vision to find prey, they are less affected by changes in moonlight intensity, unlike the barn owls, which depend more on visual cues.",2025-06-24 04:00:56.957957+00,
9d72aec0-5a1e-4f66-9ad5-cdab8b7a0957,"The following text is from the 1912 Ottoman play The Years of Exile, written by Turkish playwright Şehbenderzâde Filibeli Ahmed Hilmi. In this scene, Sadık Bey, a loyal vizier who has long served in exile in the court of Mehmed Paşa, asks for permission to return to his homeland. MEHMED PAŞA: I beg you, Sadık, ask no more. To deny you feels like an illness; to let you go, like death itself. SADIK BEY: It has been fifteen years since I last saw my homeland. Though I have lived mostly in distant courts, I now long to rest where I was born. Moreover, the repentant Sultan has summoned me. I might offer some relief for his grief—or I overstep in thinking so— and that is yet another reason for my departure. Which choice best describes the function of the underlined portion (“or I overstep in thinking so”) in the text as a whole?",It conveys Sadık Bey’s recognition that one benefit his presence may afford the Sultan is merely speculative.,It suggests that Sadık Bey feels compelled to justify his decision to leave to Mehmed Paşa.,It establishes Sadık Bey’s hope that Mehmed Paşa will understand the decision was made under obligation.,It bolsters the idea that Sadık Bey’s primary motivation to return home is to aid the Sultan.,A,"Correct Answer: A) It conveys Sadık Bey’s recognition that one benefit his presence may afford the Sultan is merely speculative.
The phrase “or I overstep in thinking so” reveals that Sadık is not certain his return will truly comfort the Sultan. It shows that he acknowledges this may be a hopeful assumption, not a guaranteed outcome. This makes the benefit speculative, which aligns precisely with choice A.
B is incorrect because Sadık doesn’t try to justify himself—he shares a personal motivation.
C is inaccurate—Sadık isn’t concerned with how Mehmed Paşa feels about the obligation.
D is also wrong because Sadık’s main reason appears to be his desire to return home—not solely to help the Sultan.",2025-06-24 04:46:51.280137+00,
9d7c707e-9fb7-4b62-8804-191a308d2de4,"Eighteenth-century political philosopher Judith Skelton is occasionally cited for her “pendulum theory” of governance, a metaphor suggesting that power in democratic societies naturally swings between opposing ideological poles. While the theory has been widely interpreted as a comprehensive model of political balance, historian Lydia Crowell has noted that Skelton invoked the metaphor only once in her published writings—and did so not to outline a political law but to offer a subtle critique of political extremism during a period of intense factionalism. The theory attracted little attention in Skelton’s time but was later popularized by twentieth-century political theorists seeking historical foundations for their own ideas about political equilibrium. Which choice best states the main idea of the text?","Skelton’s pendulum theory has been widely interpreted as a model of political balance, though her writings offered little support for such an interpretation.","Although Skelton is best remembered for her pendulum theory, it was actually a critique of political centrism rather than a defense of it.",The reputation of Skelton’s pendulum theory is less a reflection of its original intent than of later scholars’ efforts to support their own theories of equilibrium.,"Skelton’s pendulum theory has come to symbolize the inevitable oscillation of political ideologies, even though it was originally presented as a subtle commentary on factionalism.",C,"The correct answer is C because it accurately summarizes how Skelton's pendulum theory has been popularized by later scholars seeking to support their own ideas about political equilibrium, rather than reflecting its original intent as a critique of political extremism.",2025-06-24 04:46:51.280137+00,
9eee2aba-4b47-40e3-bc01-0de2abf7fba0,"Growing seasons in eastern Anatolia have been extending further into the year due to climate change, potentially enabling increased carbon dioxide (CO₂) absorption through greater productivity of wetland plants such as marsh cinquefoil (Comarum palustre) and other vegetation—but also potentially enabling increased CO₂ output through greater heterotrophic respiration (CO₂ generated by soil microorganisms). Turkish climate scientist Dr. Berrin Yılmaz and her colleagues developed a model incorporating numerous data inputs—years of solar radiation and snow cover data among them—to evaluate the effects of climate change on the region's CO₂ balance. The team concluded that net CO₂ is likely to increase if seasonal snow cover arrives earlier relative to the onset of soil surface freezing. Which finding, if true, would most directly support the researchers’ conclusion?",The effect of solar radiation on the growth of vegetation and on the rate of heterotrophic respiration is stronger during the period of seasonal snow cover than during the period without snow cover.,Relatively early snow cover reduces the amount of soil moisture available for the growth of plant species such as C. palustre and lowers the rate of heterotrophic respiration.,Seasonal snow cover tends to persist longer in areas of relatively low vegetation growth and high heterotrophic respiration than in areas of relatively high vegetation growth and low heterotrophic respiration.,The soil insulation provided by snow cover enables heterotrophic respiration to continue during a period in which plant species such as C. palustre are typically not growing.,D,"The correct answer is D because it directly addresses the researchers' conclusion by highlighting the role of snow cover in enabling heterotrophic respiration to continue even when plant growth is not occurring, potentially leading to increased CO₂ output.",2025-06-24 04:46:51.280137+00,
9f5652c7-b18e-44bc-a9cc-c5c37830ed1d,"Women’s suffrage activists faced relentless opposition, with critics launching harsh denunciations against their cause. Many opponents argued that political participation would disrupt societal norms, insisting that women should remain outside the political sphere. Even in the face of hostile resistance, suffragists remained steadfast, recognizing that without voting rights, they would continue to be disregarded, their movement seen as _______.",recalcitrant,rhetoric,platitudes,grievances,A,"The sentence suggests that critics viewed the suffragists’ movement as stubbornly defiant and resistant to authority, making recalcitrant the best fit. This word describes someone or something resisting control or refusing to conform, which aligns with how opponents dismissed suffragists as disruptive and unyielding. Other choices do not fit as well:
• Rhetoric refers to persuasive language but does not convey resistance.
• Platitudes means overused or superficial remarks, which does not match the tone of opposition.
• Grievances refers to complaints, which does not fully capture how suffragists were perceived as defiant rather than merely dissatisfied.",2025-06-24 03:58:33.203488+00,
a07c0c62-12d0-45ef-a778-3152b1e46518,"When studying volcanic activity, geologists rely on a wide array of tools—one of the most critical is __________ science of measuring ground vibrations to predict potential eruptions. Which choice completes the text so that it conforms to the conventions of Standard English?",seismology — the,seismology the,"seismology, the",seismology: the,D,"Correct Answer: D) seismology: the
 The sentence before the blank is a complete independent clause, and what follows is a definition, so a colon is grammatically ideal.
 The dash earlier in the sentence introduces a side note (“one of the most critical…”), but that does not require a matching dash later.
 A common trap: students think “if there’s a dash before, there must be one after.” But that rule only applies to paired dashes, not to when one dash is used and then a separate definition is introduced.",2025-06-24 04:46:51.280137+00,
a0be16ae-852e-4453-9b7a-042ec296738b,"Horon, a form of dance that originated in Trabzon, has become an international ____ 2024, the Northern Turkish dance featured performers from Trabzon and Malatya, among other Turkish cities, to win the annual Folk dance competition held in Istanbul. Which choice completes the text so that it conforms to the conventions of Standard English?","phenomenon, in","phenomenon, and in",phenomenon in,phenomenon. In,D,"A period after “phenomenon” correctly ends the first independent clause. “In 2024” then begins a new sentence, making the structure grammatically correct and clear.
Incorrect choices:
A) uses a comma instead of a period, causing a run-on.
B) inserts an unnecessary conjunction (“and”).
C) makes it sound like “phenomenon in 2024,” which misplaces the time reference.",2025-06-24 04:46:51.280137+00,
a126214f-6045-4205-89f4-2792d286f344,"Effect of Neighboring Species on Pollinator Visits to Target Species Researchers Aysu Solmaz and Cemil Genç gathered data about flowering plants growing alongside each other in various locations. In each case, the researchers identified one plant as a “target species” and a nearby plant as a “neighboring species.” The researchers then calculated a value to show how the neighboring species affected pollinator visits to the target species. The table shows that the desert marigold had an effect value of 0.0731. Which choice most effectively uses data from the table to complete the example?",0.1854,0.0731,-0.2897,-1.4023,B,The correct answer is B because the effect value of 0.0731 for the desert marigold represents the impact of neighboring species on pollinator visits to the target species. The other values in the table do not correspond to the effect value for the desert marigold.,2025-06-24 04:46:51.280137+00,
a2e2e343-be8f-406f-9077-ccd847fb3a65,"On June 12, 2011, Milliyet ___ a profile of the Halfeti district, known for its partially submerged buildings and famous black roses. The article was later included in a book series called Exploring Anatolia’s Hidden Towns. Which choice completes the text so that it conforms to the conventions of Standard English?",will publish,published,publishes,is publishing,B,"The correct answer is ""published"" because the sentence is referring to a specific event that already took place in the past (the profile of Halfeti district being included in a book series).",2025-06-24 04:46:51.280137+00,
a3b815ee-ad2c-4a6c-a046-3a581aa67b26,"The missing files weren’t considered ______ the investigation, so the inquiry continued without delay.",central to,responsive to,material to,indifferent to,C,The files were not important to the case — directly testing the meaning of the phrase.,2025-06-24 03:35:50.095009+00,
a43e997e-d4d7-4a2c-aaca-f4697c1d648e,"Unlike many coastal landscapes that undergo frequent changes due to tides and erosion, the basalt cliffs of Giant’s Causeway are remarkably ___; formed by volcanic activity millions of years ago, their hexagonal columns have remained largely unchanged despite exposure to wind and waves. Which choice completes the text with the most logical and precise word?",dynamic,immutable,unrivaled,sustainable,B,"The word ""immutable"" means unchanging or unable to be altered, which accurately describes the basalt cliffs of Giant's Causeway and their hexagonal columns that have remained largely unchanged over millions of years despite exposure to natural elements.",2025-06-24 04:46:51.280137+00,
a5fb06ee-8d02-4d9f-944a-866c3f60f184,"The meeting to discuss the company’s new strategic direction was disorganized and unfocused. Several attendees seemed disengaged, and the conversation wandered aimlessly from topic to topic without arriving at any concrete conclusions. As a result, the meeting was widely regarded as ____ and unproductive.\n\nWhich choice completes the text with the most logical and precise word or phrase?",engaging,desultory,abstract,ubiquitous,B,"Correct Answer: B) desultory\n\nExplanation: Desultory means lacking a clear plan or enthusiasm, which fits the context of the meeting being aimless and unproductive. The other options do not match this meaning.",2025-06-24 04:37:31.581009+00,
a89e3c25-6281-4377-851f-32e804b0b049,"While not the case with dimples, some inherited observable traits, or phenotypes, can change because of a variety of factors. ______ eye color can change because of age.\n\nWhich choice completes the text with the most logical transition?","For example,","Finally,","Conversely,","In any case,",A,"This choice completes the sentence by providing a specific example of an inherited trait that can change due to various factors, aligning logically with the context.",2025-06-24 04:06:55.502524+00,
a8bc6b24-2458-485e-9d99-207725969ada,"Wetlands play a crucial role in maintaining ecological balance by filtering pollutants from water, providing habitat for diverse species, and reducing the impact of floods. Some plant species, such as cattails and reeds, absorb excess nutrients and contaminants from the water, improving overall water quality; ______, the presence of these plants helps sustain healthy aquatic ecosystems.
Which choice completes the text with the most logical transition?","nevertheless,","accordingly,","specifically,","in addition,",B,"“Accordingly” means 'as a result,' which correctly shows that the presence of these plants leads to a positive ecological outcome.",2025-06-24 03:34:03.016411+00,
a8c18481-39f2-4fce-afe6-606c497783f9,"Çeşme ____ is located in İzmir, is a popular tourist attraction known for its pristine beaches and thermal springs. Which choice completes the text so that it conforms to the conventions of Standard English?","that,",that,",which",which,C,"The phrase “is located in İzmir” gives non-essential information about Çeşme, a place that is already well known. In English grammar, non-restrictive (extra) information is set off with commas and uses “which”—not “that.”
So the correct construction is:
“Çeşme, which is located in İzmir, is a popular tourist attraction…”
Avoid options A and B because “that” is used for essential (restrictive) clauses and should not be followed by a comma.
Option D is wrong because “which” without a comma breaks the non-restrictive clause rule.",2025-06-24 04:46:51.280137+00,
a9a935e9-06f4-4b4f-912e-9c16cf91f71e,"While researching ancient Greek architecture, a student has taken the following notes:\n\n- The Parthenon in Athens is a temple dedicated to the goddess Athena, featuring the Doric order of architecture with simple, sturdy columns and a focus on harmony and proportion.\n- The Erechtheion, also in Athens, is an ancient Greek temple known for its unique Caryatid Porch, where columns are sculpted in the form of female figures.\n- Both temples are located on the Acropolis of Athens and were built in the 5th century BCE during the height of the Athenian Empire.\n- The temples were used not only for worship but also to display the wealth, power, and artistic achievements of Athens.\n\nThe student wants to make a generalization about the architectural significance of these two temples. Which choice most effectively uses relevant information from the notes to accomplish this goal?",The Parthenon and Erechtheion were both built during the 5th century BCE in Athens.,"The Parthenon is characterized by the Doric order, while the Erechtheion features the unique Caryatid Porch.","The Parthenon and Erechtheion, with unison reflect the artistic and cultural achievements of Athens in the 5th century BCE.","The Parthenon is dedicated to Athena, while the Erechtheion was used for multiple purposes.",C,"Choice C effectively summarizes the architectural significance of the Parthenon and Erechtheion by highlighting how they both reflect the artistic and cultural achievements of Athens in the 5th century BCE, as mentioned in the student's notes.",2025-06-24 04:05:10.732154+00,
aa0845f4-fe77-446e-a5d2-3900bb2dd791,"The ancient city of Gordion, located in modern-day Turkey, was a renowned center of philosophical thought where scholars debated ethics, governance, and the nature of existence. The writings of Gordion’s philosophers, featuring hallmarks of classical philosophical inquiry (e.g., dialectical reasoning, moral dilemmas, and political theory), ______ by some historians as laying the intellectual foundation for later philosophical movements. Which choice completes the text so that it conforms to the conventions of standard English?",authorized,applicable,sarcastic,visionary,D,"Correct Answer: D) visionary
	“Hallmarks of classical philosophical inquiry” suggests that these writings were ahead of their time, which aligns with “visionary.”
	A) authorized is incorrect because there is no mention of official approval.
	B) applicable is incorrect because the sentence does not focus on relevance but on influence.
	C) sarcastic is incorrect because sarcasm is unrelated to philosophical influence.",2025-06-24 04:46:51.280137+00,
